,name,attack,image
78,Rusty Broadsword,5,https://lh3.googleusercontent.com/docs/ADP-6oEvMSE3qHYbQu_2WkV06fOLA7pJpLBoIezqpYED11NFxmt-50RxCrERh-ITUWLGF3ysV6pyDi-vnyeaa2wKqBGpDlUuiD7ikj5vscD5TgG2XSNm5YC-QBD3LV_c8HWmh2pPXYKz-jAD59kH5bJsbUJ0LldsBecHQ_xN9gttr2lgtPnVkImUXWfsNCUIg3kGWnalPvhg7OYDDQG3SS-6JsV27o9C6NG2qpRZBgObiPhArgk--Bh6EmU_xpyfZEWNDlTjlheBUXFyi-kqCaoWG7TFJTgmeBxcdGymVLqYkWcMSCxY4-W5Cda-p2O_9HTKgYGij-UZENwOPFX_eDeaKrerzlHZbubIamWjkqoQ2ujNzvqDou015tWq-E89jDE8ID73v1cfZ6TbicQihgLZqi0Bg-b5sOQUVUQarsPAaKwqHnXKmElDfRv1z5-6zsSRMvuo9W4XuDpCdkpKdpQLhyK2PVUneAyt4XtMDIVEg79ceu2Tykomry4F9AXYXysbKmctucJcET9yyKGArWf6O5aU_jveUkqFuu9tDuEOzrfWuG3umfUsPU9oekzLvfrg70c7cMK4vQzFhcpq8l1ApLSLbdBO6W4AyI5oFriIKU9zaN_jbN5CJVzf8otg0-GKJx24b4nQelH3oXlJepX66K9U7B3r1rPQ1WzeDM7npgQmd0pwPIONTkOG1DtEpZdMbdEOMYewgZgSvSoEjpuHtvN7rK1gGjUNFCtqud40XyTE4TiHX0eVXRw0VgyfgcsY5MCK02TCMwteP_4c-emhU-O7ChcGC7nnYQ8Zb2TQmoFP7zkK8bSNj1vEoWxFhwM3oDbFPXNASJe-RlHeas9ST_mYp5g2DDu1n3SFr3cEi3sqXLRL1AcbZ8KWb8Ay8FXXXY_FvfeUwkai0Qazr13vwmDcNiAZ8mkKYuhWQ-ZoTdNqCFWSYDv8dfPzoxoG94mevidJLrfpCBRHPhgpRiU0GbnTnNOsUb1MXeI_aFeqENOVEdyM1AAbNNhtdBQklJDGem6hTIYVC44akxQKEhgVzL6JIL8DYAD5Utv-vy0Wjen9m4JUESM3_a8YjZu5zPEMTA_MZ1DgBkXW7eb0rgpboOi41le-vKvI8iEIxGq7CY18fV2WcHFVhKM5QZrcROLQitD3s4zVcSRnlRfYQmYgA0BHTEFByIagOGwSVpAtzLqprq7E3tzJL2SD6WCvN_l6nQpVQDJiktwTo9_YacOiRVA8BPT2-a1YnA=w120-h119
79,Soup Ladle,4,https://lh3.googleusercontent.com/docs/ADP-6oFa8CISYxJqkaOf24VFmFD1TEa4eWUlpm7ntCW34RrMGJiE9X4Az3782mZ38OQwp-Mfr4rgIZ8sMXA9hX7UJL86ERbokKNFj3sY7lEywfHyZc8nW37UWPzPAuuZXZp59Z82EMFW8EeTzKjYNTFsw65-_FF7gqzRxiv0rUIwClWtSLajZJeDcwlga9RmlASKnMpCjcaP5KGsppSTr5VoP2-M-n4Ayn-cHoTxrNzj7638YHEK8jvH1OfPfzsl4BMg84b35IpIetr_mh20Ja7kWwuVXbprGLLcRP3lATOolP2dPAixjQ1A_ejK9oyVNVyrUgh1Du6sjqM--N3mQCvW-GdqAzInnzTtpZFf6OUMMO_Xg__NJLusIrrmRsINf0P41joXDAVC7Q7rkREM3lPgcodY7CqelBszUNLiBii9id_oQ_P4cVMupWPpQ-JwgNdkBsOYik8vAoDGMpIQm4fi5haCutoGJqeiIwE3ajF3BPL7g5mTIJG4owWRH_dfaseSxlniG-TlKaYjVyUWq-eIvZVEwZhUW16XaWrAiA-RdpQTjXmZzIYOo-VpuKLXWgNM_BCaU9f7BKKQEHahWaj0nfYIBdunKw0_mKmmnF-ZC4GXaFF9L2SUYzMeasbFlCRh5lhlOY8SJfze7ZQaBHlUvSEhETHkarqXgGhG2RgDbx2gYutCu1Ar7dGBzX0Sdgt3LkM0o63HiNpFVWRWs6RnS9k_HfZvh-Ycl70QVU49xeZXJXZi2_kvh1mAisihmj41fy9nMWYbeWEmUeNO_w5xoazpJmCi5wlhRdUyCVhYq4fdrZazuinTZGV6TbTvO93S4XEmqBQWhoBi5GaQz9htczduyw4Y9MKvz2WGooTmrJTqRipA3wuf4xnW5iyfYP-aXCpZyGGvUOzNmPEix3mswzbRhtnKgINCau4y7TnT8EuBGbJIm4wf7_JNl4XeTvRbcGWlp-VyhI4cIM8AeXViVPWO9BXNyP5FxNdMiHEipuId8CSzfnphfUomsJGLfAJlIjKr3PNlGo0XOoDkMMOPyexnU2O7HVVZ5p4XYRcN5tvb1cZAXbV_2ECQH2btzQeT1xj1zkctev-v7C3eti7zAvXK-me4Wdce7LSExDeKQYrQ2jEK_RuFs4XgKHz97HLxPBN_8qmm1eRj3PP0IZAuLTPHi5K93nF8y4JQ26LGZ3yu3mPLkkrA7w8atCAFd0OexU-ib60mfSCbWT9lJSxi6Ql2lYSE48qCXg=w120-h119
80,Royal Broadsword (Intact),24,https://lh3.googleusercontent.com/docs/ADP-6oG_WdgUlVHkeXY2iHF6LnzLQEpJIksXjGO6erqYnbFS5CgbqZ3nnlJydWd63VZuq_wbLolF4PYur1FLjO9P79AZm3yiXehFL0prG935h-8EUAzIwWRKeb_OmqI9bKnSlckzsVRWBU6sLwQjIvJ413GAK9TGAcOdJJRtqNaztugDMLoSDQJ09y7TAkTIXuumR7UfD7XQeL71A5Ac4_e4K5BRPxOkCKn22jPMSUj77SHBwiz6WVlKg6zwu4FJZ9988O5QuMiMwgD4nmVWPI72GwZyU-dwtJ3T9GK8pcR5lY10PI2dBtZofkCtCJsj_LAzflf0TxbOtL9Cmg-60k0XdeU_DHgcnK-IfWLcy_mgcztjrXtQ3ex5Xur6JL1Qt_4e7uwiimTUSs1HpDqZLKoZlzhAj8Ycy_yQoz65RK2qJJaKpyQIcVI6bgLvMSi7HcuIc3DgEF40dD3R_v1rRSAbXyATSlGu17Sd8Ej1AMwdwNodefnqkNwk620QxePnzCYutoSTyvh_GkG31N8Rrs7TbygwRU7lqFpM0Ihd9EMrwaUPoAGbEXjkzRGlDEHIPKYorqbYdwaVkZSpwCB_UAizR671cXG6LbPxuwZ4bUy_BtycbOleU5_HlXVjd3da8ZAG6j457kWJzGw_Zn00HY1R4GbfLTs1yGcPUJbaE4MelvW8xF95IQg_F4jySqxmnSmqLlw8HdZZqSyn20t4yDRGkAoaqNEY6E6dVA_6JRFBZRPjzwZhqXsxFGtWegio1ZAxNudSXBP2C8n_okam9_nvG7VN5fsBQGnIrYL0nveSXZQ03AzoPQRxbiHqRDt9xhOche6nME2Z0J51YEfy1Yq7gc19dlQmlrqMVqUSCq-HDw6tvgcgIhspvQr91O8G1eCqYGmqgpI94hDkz2rs41-l-2vBhqeuDQfekS1RFZf9oo2G8-iB_fSCHtOLBsiCjb-ctVenonKJIVVp6xPaICTAhmMF2f_evFUfp2uGAbRrgIA9W9EAtzPSeO969bHOqXn8myCMoqa3uKpv-gO6x-I730-Yk1xe5uYpOjZXPB361vVyORlBGTMETuA8M4TGZJGsNwA8vwq1PaWVQ7Dl1n9ixeN5ExbU2vvbFK5xkBsqglr1I2hodkIy6gt8sMHg5z7yUYEuG3kkpCz10QmEsjkwPqk1vWKjjuUQkS-ftbzXvYZq4uk571QiIDNEHp_Ltlk_uyZw8Lh34nNgeguWjNpXYi42IT_NYb9YvQ=w120-h119
81,Forest Dweller's Sword (Intact),16,https://lh3.googleusercontent.com/docs/ADP-6oHGvk60XBEmSiSZlodfhQEaZ41yMmR8OiRTc-zdPYAhX2uRVtR67ud3_lgC7w3otVIB0Kp4JRLELuWyYkfHgOgcdzXwSE3_c7-aknCv4wDVVH5OH-GHOk1j4IYy_7i3TNpzQO21Z1SpfNxFpuWkOIqEEkVli0rV7NmciRu2VyUzpGh_QHWMZErKTWctN3KnwEbmK-626IOfFbOQR8BtfLdkGnQJ5BNK74nTE5eR1TPNZP4UBcuS-7HbIyu7d8QNDhsIHW9m53P-3fSkhWDf-Iqn80K7E0WcFhRzpIGPJpvW4hDUxjCWCIEfUiMoLl782vsmHeu8-A-UNP-3ymfHSRaOd4fsqEjGM-YDYUSGaP82V12B35TEru3sxcEA3mxvghNEMmWyZGIy_Y8qTtR8o9Xizt_EcJtv4SOqntGw_zFkaKc0kR7QRMMnjNBg4X9w-IrzkB69hV-Rq6h_KdydSm21nkTHXg528xNIr3asdwuJSAjL0145M37XQ0UBBSOaB9PhCeBJobRGMTQKjslMAUkmtPrR0eXrmDVSOL-nBFJxLkNZhp_xhkj8XOVI4Ilf3p3jHc1by_NyFUeyQNBEcdS3IN6L-Lvpqs4RoU-sWpM0TqDnqISH149OEHTjv6_1le8OjqfMR3clbCzW_ibNyDyXuiCm4o-FcsvJAsiRZMvPhprANLmDM6ZWUh0QIoqza2VH858SdagPhgjbDMnG5BpdYcqG_JRTy3kvysyU__NyDZ-kIapQ9ZlY7HOOjhHZWQz_NaXNJPMzOSV2aJFptXD1Sf219LZOlCNc0O7mVZEsSNbjk5F7YaEQ4N7p3-uRxJvrMaKLtbpuAhWkUgIBVM8S7_VlfXuSQ088JlF968gPxy-5_vulPqiVlApopaa3_E0GdXsYhRGrjK2tgXC0QjJ-9_DdojWv8I-7yFbaiUPyOGKahLw7C6FUcZEAg_1IK95zKXHVyDYgpeAR_2NMAofZPEKCaXNzrUUQb5OTFxD_6Rbvd7bdpCgiPgXOsJ6vFOty37-308izwv2az_ZEqL7-eUPDqA96x_tIcnDCcbErPATUUX6mVyI9pvxjl-xYDjKM3q1ljgwsggZwzkBpzegQa9V6WGhRo-rWHchkh4YcBIwQ77xJ_rFIfPw1gHzOVusXp4XQtdHFleb-VMnyuM2CFomJwo1tQDa7qRYQTwbO620xZhiZYxeRMmCsqBZcXzB86-Ct9RDIOn41IIZfoQAkx10LeGgy7g=w120-h119
82,Zora Sword (Intact),12,https://lh3.googleusercontent.com/docs/ADP-6oHSWeNnANw7XEMgGJNjsIoWH_dtRcL9r1aD5tXhLDQb97gw_J-msyXn-tvMqp30z6bwn1Gsd8s31YVnE-tl5b4u3L_A94ommEudNJxRSTJh0nDYz1xIayETf6TNeDjrTfvmNvCVm_PgUsyTj9TgIEy8R9GCXTU435u4bKzChaep4Ft5ohdDQRxhEXlwGTTcFrs1aA_5w5yxz-8lZugwkG8DBfnsDub7VCFIOHMiV-nAxci6tpogFpKG7d8REFEmjSFr9uflFnrwWgIIm0mCXugfYlAvTytN-FvxAYNOC0SQTaezd_8cv3OP0q2v_ggzbrK5Wk7_wmYJntdGm9DQl25l5RsoF0JtbcbSaMrXyWjTmezg5gUhQ0YG8QlODwyplr9OUy9lfC6o27DJ2PNZu8-CRI01F9shaS_fpX4zio-nuAm3004YMv2V8yXgb6sPUh8RkoaL9wWdl6OFEFbt7659aGCkbLlJBx88mmYRKZV6DLCS-TpFwubaEtjgzlB0lUInZQNuMX7L77TLlS0dcwszyeA3fK298_BINbDtVrokbtqgHxg-pXwBFEGcQMv9etWHbUWBIrvUxRmUvxWRN_lP6WzF5l6oeqU35YikMzU4XVVbnA72MdEtm2-ndIUNfqdjtBSST8JpfAL8YA6IlaUUf1Jt46xFyWhf_mOAe42yTirPkdHOgZ2IndeseN3uak51xS1TTqqg4HhTlh-jfxHbBEN1oOB27ff7ffm5d1pMQBFhRlBHVdsiIfkRNsCV1SfRuwtY6h9u2VnVmtRsknBi1MldUm07lKjdADxvr0HWoVbL56XXTyb-XW2lDROwwHOFEXCxt-6IZf-Ki72pl0pwBaxC0fuWTG_ffmf_AS4ik9kzbheL_L_1UE3e7D4rE4t8iyxQOxueBy3j20r_oQyOHTYa2lQRjoy4wXaGR-3gezFATnpI0fBmIWwesh7kip2qSBcJnSbsTqtE_WcfFXTqWedl7_64cxN4RKzqPMfnCbfVuUzoVIpyl9i5tdgKPVJY3Ey-E8a8BPzu--tgaz0PoWTU6tLqga3e6aJlRxAoz54ODFo-kAukZvW2DTbSQQfEQtr8kLIn6Z0speLV5WdZStuMAwO4xhf_hVN2Y-2J29GgbcdNwdHMITAPn-L8gIwM9HxqZ45DoFW7ZoCvSYavoC6tQ9o_F8_lsmQ4Y--U0-7YhyyOr-zzZTJYksvzZYSgjy97uM0VfYL8nRtVuRtOyAP7KuRl7A=w120-h119
83,Gerudo Scimitar (Intact),17,https://lh3.googleusercontent.com/docs/ADP-6oHKq73XMhpOxUCkbOWdm7O3kII3jGMTEDfNL2NTA5BiE5mwsslJWy8Pi-53u1Tpha8cOmr1EOHj12O9Q9zq2uwd9Mec66YNm8R4W-wNUUUqq8OjfhM846o85AHoyZ0e_HybCDR4-Gm0mFf3Lwvx8ammKDd72CJBPJ8jZ6hVRwceistB3_0M5935j5sQA3PzNd3Pl1dw-x8DDkeFTwwo5idpP_zqN2S9Tgixud4bazfk6NIN2M9LFn4toHlE0JMIYi5FE37e735WzYQUK2WnpkrccPvFApHebKIkn4UmPH_nZS5qG2gTs-MWcFlCyWWf89bRh56bWugxTnG9jI2y2S6T-ADMNAFStPS4G7QduOdtyJtbt3EM-ZzL3fw7rwARwGoNYXTUcpgobLUQSKtyxTUS7Wl6bf4Hy9SY5Gu1zg9U5P-6Zupfl91TmSP5_YW4BWcKQoHvHv8wD5kY4z9dwCDPc0gMbhjym11FemQvS3H6r_NlTS9FMMxj_gs03BjlDphLhh1CjoemOawAB7fV1Xd1BhsHtE4YEGiP3QFPtN_Kb7QA5UawiJBl8uF8QGNkEG2iW_po8CLH7LGYFjQfH5UmbFaBaOb8RxnTVFwEV9cTJVupDP46leDtvJfOWgoIzQ7ny--BQMi-uXYxj8hwiKOloLr16-KCvhhKejXplswvC-rikXB2wdes8V0RjHwl7daClUS_YQt6M1X7vng7aUngvTx6PKydrD9y8hY3AZQBLk2650mzUwUN00_jj44btPpUJKVZ2AcH9PUpewsbS86EhbS_GsBemapa0RUxD6mi4nYVpIA49qmOK3l9hZaz5oPTBp9z4Np-rNsQtRHCqZkEi_towOHXw4EPGhJvRE3vt-JwzDWQG3GhOAQ7yuYxrsuUp_XqcZAe9-sarfaeuRuPvvJCmoCNCW1ODLFg0wWeET1BPaQsGdkeil2ObsANa96pZ5TvUskJf-4KG78aVANw1A0UrPJH4WUPOLbE2QibnE418bO-buN5iXjoPyd_h3FyKWov0CN_ndjaB3FTlaaShTVXUbjaLtfprq3XTylqHSMKkd6WbTqUnGxM4upbCUetYzhuFVP7nz_UejwFxiaSG1rs_OegNKL0GMY_bqE-RZEVdkHZnMzzou2yox00LvLDcXWxO5UN9HRgDQ0rR5G14oCODxF825-GqNkRpChVcvKNObbp7iD0xGKgKZyxV1W21z9yMivEfoZ55fZ1ZFAufmLOjxgsgA=w120-h119
84,Feathered Edge (Intact),13,https://lh3.googleusercontent.com/docs/ADP-6oEcZA_L_zQkJ5Ugez0tbqOrsGacxJtepK01G2OO2mcraSPEoR3w4EcKX6sfFOKnbAN3JLQe2hCUyXiiQiKQn4DeBM5AkfUUkALrSOoIIr_o0n-2gBoJdFhz-MFF85i3H8U2DJe2O-aKbE8yhl-UJ6kgpWVTfO5D3asx1YotrMIkGYnz2WOVo1yCCikNiufDw5E46llg4IxYGxpRSZWGu-a3DlObSpooLmAlXseEbvQ8alX5oR_ruqe1QIGZXcNzGVC1j0df_HqZTjFm-SyDcqPjuz1zkhI54LsR6FJcHP6G36Dn9Zy9mWdJXqNgNjGQVGtZuXwq-cxTq5cPkGgTyRcdhpZFPO5Otc2VtTisud9B-x8dSr5A2d7mZ47P1Nv-bMwwidnuzZr5EmSnQI3y1BbDJeIrDgv9p7zkzFrZOTMFmSxE9dCx637NxWfK5lXcugx2l1UC7TEjtAGvhFsxg1xzA29FcsBRBRVPGze-1KJrPeBdPvmHrmt506oQ67oQYfPW3vYAxiNynRb42TPdFESsTeEPly8coMgcPCSHCcvUE_yUnMCSN_46zdekv7rRLAcJ-mMjso5DtzRW_JXj_9Qg39CTBTvxsUj6J8DIU-Suv9ovBurcZ8BaBbclXa5sh8ODL-jOa3WdqNy-0QLITkEi9fGQrDSSPUuSUVuuoPnCBy7rIJqCRiJo49_nnTlsOrgYwPp7IT8I7LpwEacNZKOJtWxuwh9yurk9zpUU_1uzfPCemSameweki7TUlCl_Ff3oz5_Be0znIxOeaQ5c-78bgmOWomYC5JOFkzmAaRhqvv_IecgfBob7ZK6Atz3wl6Vob5leXuYcg6ebqhWvwX6RThczb4n4wzcgOi8d-nBnv4fkMS9MyTquwvnSx6dWYq7v5axBObpzXwdJ46tRv7qex8qCuFLSsNeNf6jiEFdT-C1ZJE4UTXdh6y4Lj7Mjsr8IILETKquy7whONJXVVZTRYGaqrGYtxd5N6gvRluBP2Vbhm9AglANWck33nMcMBYE-BUJu44PrZ_QGRi4LPbKARvLHp0fviFvDi76eqATnJzc4lh2HlTFD-j_zmBGO5w2MpaqSaTqsKerYFD9vl_JhTbjrP4QmABAVbsB2nchHXboJgfWm9r2vOwX08s2xmieAnYo2w6WTM9bMm2QWhGp1Xuxgm2VISBCtRQxj2xXzeZjHg8wpN12OTLQHNdS94AaBywhGTLoHdMTaw-wgC5049UPtYU158g=w120-h119
85,Eightfold Blade (Intact),15,https://lh3.googleusercontent.com/docs/ADP-6oFNmxeW_Tx8gpstVwFB_NFiciAQQ3Q4n0UUF_zdUeUfRw57l3YMWIWd5yZW5NeWA1gA4XjoFCw3NHrK7a1_E0bFs2vy8VJeTNzDH37xP2f6ynbm4TEN39Y2OiFxneWEbVlqcSxLP-S1iddSFwmZQqtC2-Ec3fRzsfVhUtZyPJHtEmdaXH674nQQ8dFt2pk1RG3Ll6zJyvwjLVj7VBJt9P5Bx7g0-CrNaK-fO293mLBdo2Gw6a6bYcpDkd_kGUhimp9-Xsdgxv23Iry4hqUUZ2JUN01j6UrTNG9qrIuLSH7GcAk9W9XDW_Boe-NQLG0YHJ1I1Jl4PW1M9rNkD_sGXARuMalT8ftGy7gc_4TqLmC7vtzXCUIf0YSKMtWuzSnnyMo10O-KhL0IixhS4nQuCmzxFx63-ssX8vbNXA-XS0Xcz6DqAtuKXpnp0Y7grIPCKfPJhof_P653olDvx0kzDh2rrThmHD-ZJUZWYbAbHkge8LCbyHgiOthe1SOSCciHtVU_0NKhwmsfwWOog3oX9NJH9FVCJaYRxtRF87JbnG9L5cFLOp-L8hzU5GTziV69uRWCevir-9TIIG1Je_uDRRGkTHixn0avFaghjybXzoeoKm-ekR-wRlXZjo6l7LaL_sKzLCgr4OocsXMdQSTRTjjHm9oPMpqxDqdR8b6KxhIeJM5K_b6ZuckKyZilN4t53Bz7OjLn1LhZzi7j3G96l8tHM6PCdD-cjxE9LWcgVKxjuPgkQ2mjiu6HwUQ6MMp93LwSVi7z65CC_0ElZX5Eon0CSLD6yYWNO9RoiLuSGYkY2NBr2Hts92GDbIMeo3U16b2ufu1Z3_htJItxaEo9cqhckwJtV-A2WeX_m1PeDeBpqEI3-ExDuXysN1vpMhMOeSMf3NYRVnhhQppp-XG1PfWRgyXJKOA2eOUSQ8JI0dsAObp44eagSjXA4P7AryVf0XBppxuTAm6XOgbmulcH3SZh_-UxyXrfadI9QKNQeSBF9jlqxZ8EBz-N9AvpX_ofPcq6RrygfEiiQ8l7jZaafPqvzY89006wSpzbfr9qWDMdu646E20coV8DRRwUTwc7sDE-pmQxRv4U9SMuVesRybrF6zOzt3USAPzjtZB_OBdsfvXD_hRFmmC5SKga0vo0giRK8FKb6a60U-D3JFx9zTwHMTwUVVFjUMRdTmJ_TO_i6PJpldIZpqWWuoJ7MRrVK4bE7cs3b4iGd52yqUhFNrU1rR7bCBmI1w=w120-h119
86,Torch,2,https://lh3.googleusercontent.com/docs/ADP-6oEuKQHXWyni-2fMiX8nX67prSKPUKPL6MkjU1z3e_CNCevGwpI1hd5aAssAK6zgCKvH0KiQdSwjlKA_zKEa4-YDl2v47MvG2Pz-rLad0phjfeJ6rG5T4m0aJ-i3p7JR6xZl2Aq5NXUi5h1ogpRAlEL1zbpdwTVy1-b_NdLGDfQKb1Iq6SvBKf8Wl-_T_KjqmRaOzCD1YvZmkmmZk8wDBfzyiJQGi697fqgaTujtoUFOM9_RmQB4UZoMeBOaVynwGmL3InUfA67vY7KP538GEw-5dYTk3Kkgg4ym4bM17JPftNdlpLKoA0kf6htSNsOEgdBfoTrDXEbElG1r4L8KpuXhDeG7phYXv60kYqRp9zC56zfqUmN_lmT9UCs7Vyg_jMgHyQAWirsCfEmBS8d5yiBE0VDLI6dmyuM9t2EmODkQHycz6Vofi7p2RNjU9uPWTKEwEtDH-Smh-cbUO-i_GwLT8S-bAvgSwiYcOaiYXrJovyOqASEhZ331HYPaaXT76P8fkh0jabSi7kgJFs_I4TeJG0CeyY-8ouHXwlzS6HYMUnBD_aAvPz0Ap5AnPkZriJhJkOSrUj2DHqxfJD-dtcuuSsoivjNk8g0AsE6eCimdsKl-G0zznfZI9kfa35U9oNh8fsibD_XaZy0AaxHdkkSPDpeUgzORTBq_3xjyNjO5pNTeDB7ugN9NQyUnX17NbEZn54zu7-_NN6E1Vgt5TcYxQHFmxr62PgXPVq7MShu-e_CNxQaOhVEFNX0WEdysisNYxc5AihnS__iJV3MbX5pQq77at7tgdE_NmiPmf3KkMttzFGEgHQ46rY13lPsji_592D7w_Mtku0gzEKitiUrtUL4OWPUhJhuNHdRbJHo8N7wKFfTRjpeVxWbFZfVhRZ_7E3W_kTRz61h8s6hczDVfgDVdr7oXJ-lWaylQqD_wD_Q0smmq1luUqQRFPlWTSZu9zh9O82wDmzapqcIFO0uenNhBJIjeLPUs6HHOEaYLp7mHfjSJYsWCabs4ZGHdMP5UwLHtbGgm1UUg_jKh7E9uF8sEaDRJ0xnutMsh-xe_mf6BaWg3-hDXY0t6KjeLkkJF8KB2bcsdkH6z3Aq2lQYJJMTRyXnJGgohBJpHuhhRxdN0Eg39daB3HJ26Hh5LDcY9vv4RXB3H3DqFrCgm5N8G8CjLju35neQ001qYVS0fJVFGPKgqL3lV7PA3YXMHylGtBBCaCKDJRNSOxK3oNlNAplQt1ok03g=w120-h119
87,Tree Branch,2,https://lh3.googleusercontent.com/docs/ADP-6oEphTy42mHIACcRI1nDiRn5vgZVA36OesPYd5XJtPXUU-Uj4QWoms4D5VHwRyTpeY-fk162-MaY8YqEsPAEEMivtuF2sNjAcnT-ksTbSJ9jdXU-jzZgB-ap5kIJsHOyfOpqIKzuAQEkHJfI5-W_NxUtyUiEEem8HUrZlO2jGXD9tvkiMDUs8HJUQN3NG_rrIu56RqxOCva1HHfkOL5-sCxDzGKzkP30r9o0UWYu7kuwcZB-fFDexRhGwo8WDyAP5KnTQH2sLWE91l9FNrU5D5NQN9uRY2Cb9BWob3CgSJ_Wd2oZHsaDqHqEZSRYYL_e-FMAK--hBpFUbyyxqS_3WmhgrklzEGJ6ZXgaJdijCOfT7C6gdiHexsItontodXczfWZmF6HLDYvJ9OxARv2h4xGlsibNadW7_izUw8F5mWEZsXg-VVRo4h5J2gmU1a3Iibsalfccdi4RxwABP0svYlaLWTrsykfoaskiBqF4eyoFDCLx08G1Hi3usWf4SBq2HzwLj2VL56HWBFfOGbIXPx53c5QxjD_eOpaUWMOdcoWuxhrBJVchBB-WiljsEHn8xf5fn7CCo4vMT9NNuDmYSIu1Kc6TYd-ET616hDCJaM_1Dl4yQ5Z7vaMYtpkzIqK2E4Vnbbksj8bt3L-Svd12W33jiztC2OJ8EVsQTwcAtPUrcj8o7CV49uxL0H1M-TqS-_CPR4jtVR2-2Jrovzgg0DOMYIcr-XcrUkORmEy_d0o7VkJKstYDG4jeyT2do6o_sBEH7atD1qf2S387SV4urexpRuUn2EtQ6t8Z9PuHUq_vKb0pvoya9TqZJD6DH_dVcRlhzzKBuA6y6N5HyL9V_MS0aCAeauFSdPiK0SC-qWY45rzZ-zCF3m-apVdMwNhmFemNTMdXFaLwLKA6Hk-clMxQOmqXURdsGiIx7z8-JbmGQHyrluS_g7TAgs1xS7iahY1HF7L4b32q_f0pqtmKmf9BHSQzVo8cuxiaNTxcWmBOey50EeBbMUq_tKt5GIhrqHM1x1Dx2YbN9dom4IMvQcEX2jFZMtWZhpIDYKCyWJe6JSCvLnwZnOz5udQDVpho0z46rWLBO9przL5dC6pRgulZLIWSSN2nMW9NCQswy7kNGBdr-oxI3xeNdS7uTAtij639jSCWQqzFWi_NhpGTz4DoyXQ5oZQph7v5ztoHzDZ7GnxG_5gF8tlhWnLrvFMW4WSsYNLAlRtfXGBMSMDUqFkl6QqWMfKLVA=w120-h119
88,Royal Guard's Sword (Intact),30,https://lh3.googleusercontent.com/docs/ADP-6oGm0NqABJ4YJP7DjGVOOPD8dwQMj1XF44CQsOF-yFCiUvORen5HU1cCFWQYikQk7Or6ayluMVmxxe8G9URtnFE1dHV1ZOeU9qnv7rFEGZYJEeur5FJbyX2NGcoe91KGl3h-tQw-m5yu62MR3Hk6bYuVfxpcmdP3Q7xAHiopuOOLesitS4gzncMliFaqkjpvy2Qk96F6D5ss1vRiqetw8LBgR_wpYas1kPYjRr9enL8jpd7Nv92e9GRjLtqAgzaAUM13PE1OODmbYlgbC2p597iAToQ-x7mVEuslxB2ahKK1gbYRL544fTgLXyxTvo4NT3bitirnLlzdINLTqthVLn82s6ftDuGFPeiT8yGbo9gfP4k20y87Bz8SQhIuSjjCvLvzV2BrEOJ9o4-PpXgkErf9Y0Za4LusxNaiQ8qc76TyNpj57c2QzFjTws6YcSxyK1fkXhShPZgMfTluKps85MX227RHM46VauB-kYvrtLaereV94SG8aW-lC6FW_uldLsjh5uoCHMnKWlmQ1vVF3RnzULIxUpD_LAwF88rsUQHWFsw4fRouED8UCHGsycnuyQqypP_XxvKY5-oTBYnmHKMQhYanh1JZMdJA3I7h9OPrp4wKfcSF3j63M1rwgaAwxRvFSMc1LGdNiHgF3SYTY_UylwSxUR4Bn8x5xKEgR0RWGIZjCF33JfO74aEP6HruMpVQjXfBXLQi5mbaBVB79Q7ThBCuPxgdo51HJiKUHEhbE2-vjPHuZ5wLVyZLx3cShW3mio66Up2K6G3dAAVaCSF9dEQp7_aUIf6lxO3rnfSPUyyNIg0wQewnOcCmSdSjfgDKMchqGIF4nYB31COG6LhBgh_yW4C-xfiXiwXjslBKU-WLkQUTmDe6LC5RBRCJM8Qgik1ZEV2--fygG015XpBk01n7depJ1bZZMEae5BClj4Of7mgIEKTB1JAkE0uhgQ2tjfB7zaMshfkbspoIhUlv1uMR6207f46mleUClkR6ja93Q45_0tYEIWQdVLZflBOBAycwbmj2qgQ7PvFC3_Xnl7JDFBNNTiovgMo9vBnr5ESf3bedqGOTpebT8aDvUu4ZK8oJLMnyFIFjcZkcgR8tA9mpEWis7ST6tQyWuu5rObVTttb6fIR2aVabS8mI9y-v6wXiVS60ITkr42gtGnZekcreQ4TN9xw-WXnth-1JJ4KgrW-4TKmS8_GOqY8oqYHkPU1EENUzr1E3VaRKEWswFwbS_5hvhQ=w120-h119
